X,y
-5.0,-43.516429234943836
-4.98998998998999,-46.47145178608591
-4.97997997997998,-42.32251806845209
-4.96996996996997,-37.727340950529374
-4.95995995995996,-46.295484371081294
-4.94994994994995,-46.0783261347796
-4.93993993993994,-36.79519650913256
-4.92992992992993,-40.63840035800032
-4.91991991991992,-46.60795232738729
-4.90990990990991,-41.333478346975475
-4.8998998998999,-46.14975576579828
-4.88988988988989,-45.94839417244861
-4.87987987987988,-42.197700312051985
-4.86986986986987,-52.76236611727222
-4.85985985985986,-51.609693035858534
-4.84984984984985,-45.586365050410194
-4.83983983983984,-47.629589884784046
-4.82982982982983,-40.785386643429554
-4.81981981981982,-46.688613648086175
-4.80980980980981,-49.00256147840377
-4.7997997997998,-34.4060273619325
-4.78978978978979,-42.65705827374448
-4.77977977977978,-40.98511743899506
-4.76976976976977,-48.24175600736897
-4.75975975975976,-43.63585903193155
-4.74974974974975,-40.15593530928996
-4.73973973973974,-46.26279030540697
-4.72972972972973,-38.42727659533855
-4.71971971971972,-43.10757331014047
-4.70970970970971,-41.36212948409322
-4.6996996996997,-42.71214116834788
-4.68968968968969,-30.242829850616705
-4.67967967967968,-39.37298365309079
-4.66966966966967,-44.395991817092366
-4.65965965965966,-34.79731393777347
-4.64964964964965,-44.817518553578665
-4.63963963963964,-37.47290340998432
-4.62962962962963,-48.12015115793467
-4.61961961961962,-44.767966805191605
-4.60960960960961,-36.94862206854625
-4.5995995995996,-34.04714149652876
-4.58958958958959,-36.689832396984215
-4.57957957957958,-37.93276667551064
-4.56956956956957,-38.66854605275117
-4.55955955955956,-44.364789484869824
-4.54954954954955,-40.38120097661966
-4.53953953953954,-38.895621430836755
-4.52952952952953,-31.11791012250599
-4.51951951951952,-34.497168315884856
-4.50950950950951,-44.84284267962404
-4.4994994994995,-34.22024662026902
-4.48948948948949,-37.57974365549941
-4.47947947947948,-38.853248059257446
-4.46946946946947,-32.22520123236091
-4.45945945945946,-29.94416729384367
-4.44944944944945,-30.258982947813944
-4.43943943943944,-38.928325000285795
-4.42942942942943,-36.09578710430527
-4.41941941941942,-32.711528705399694
-4.40940940940941,-29.30887245705854
-4.3993993993994,-36.4018519014269
-4.38938938938939,-34.754287400719726
-4.37937937937938,-39.178307174693856
