X,y
-6.283185307179586,0.026374772849562335
-6.270606357615663,0.2854789371001332
-6.25802740805174,-0.34483505073904114
-6.245448458487817,-0.1288451196808274
-6.232869508923894,-1.1710435139926703
-6.220290559359971,-2.4711720501680503
-6.207711609796048,0.44048504101534924
-6.195132660232124,-0.6974268269901034
-6.182553710668201,-3.7934405110535994
-6.169974761104278,1.1610432867430567
-6.157395811540355,0.23523135280460575
-6.144816861976432,0.5354506421986388
-6.132237912412509,-1.172564597462368
-6.119658962848586,1.1275236204064427
-6.107080013284663,-1.400359500167781
-6.09450106372074,-0.11991862467271214
-6.081922114156817,-0.6087864388735053
-6.069343164592894,0.44967635823941776
-6.056764215028971,0.3274759625938315
-6.044185265465048,-1.073410761336655
-6.031606315901124,-0.10907686460586002
-6.019027366337201,-0.8716196515317746
-6.006448416773278,-0.0812591873445202
-5.993869467209355,0.9032252865040824
-5.981290517645432,-0.9467071685122335
-5.968711568081509,2.2889319431493353
-5.956132618517586,0.14296082205697053
-5.943553668953663,1.3394085540501761
-5.93097471938974,2.938036640771056
-5.918395769825817,-0.940757374220779
-5.905816820261894,0.2625537734472253
-5.893237870697971,0.45836435534653575
-5.880658921134048,-0.14753827164671152
-5.868079971570124,1.9175587046613372
-5.855501022006201,0.6398466037646773
-5.842922072442278,2.1307648157382957
-5.830343122878355,0.3209689019574068
-5.817764173314432,1.2519011003935612
-5.805185223750509,0.4797325024632666
-5.792606274186586,0.517824590877985
-5.7800273246226626,1.192470692455544
-5.7674483750587395,1.5653962907563006
-5.7548694254948165,0.15397075838199858
-5.7422904759308935,0.18846624692915515
-5.72971152636697,0.3955869930653465
-5.717132576803047,-1.2374960585418393
-5.7045536272391235,-0.31821774996359165
-5.6919746776752005,0.844176327968085
-5.6793957281112775,2.2648354766861636
-5.666816778547354,-0.18410655257544173
-5.654237828983431,0.9272919021433318
-5.641658879419508,2.960330385327312
-5.629079929855585,0.6249396151492554
-5.616500980291662,0.3289556826150606
-5.603922030727739,1.5282396119781883
-5.591343081163816,1.2713521509356707
-5.578764131599893,2.1492926995535626
-5.566185182035969,-0.27575211338884964
-5.553606232472047,1.3891608132758195
-5.541027282908123,1.457622513241367
-5.5284483333442,1.279356603321148
-5.515869383780277,0.6745355562551857
-5.503290434216354,1.6101247520632072
-5.490711484652431,2.62721640828408
-5.478132535088508,1.5260475063725636
-5.465553585524585,1.6229901055864706
-5.452974635960662,1.8498986132378694
-5.440395686396739,1.2660975263759016
-5.427816736832816,0.8383510505340579
-5.415237787268893,1.8401175481680712
-5.402658837704969,3.0265665384917932
-5.390079888141047,2.2102093291608083
-5.377500938577123,5.885237793168915
-5.3649219890132,2.773842794384584
-5.352343039449277,2.5251936975293274
-5.339764089885354,2.8356431153580606
-5.327185140321431,-0.24948073082137046
-5.314606190757508,1.8694552895432712
-5.302027241193585,3.4788790192264
-5.289448291629662,1.4326687091285253
-5.276869342065739,1.629255630482574
-5.264290392501816,1.1135104273571201
-5.251711442937893,-0.07652635361156657
-5.239132493373969,1.6766793538182019
-5.226553543810047,1.6561703317386254
-5.213974594246123,2.184695378848854
-5.2013956446822,1.5689202659760668
-5.188816695118277,1.1166863209684195
-5.176237745554354,1.5421777817449973
-5.163658795990431,1.5902452972882266
-5.151079846426508,1.304405989532678
-5.138500896862585,0.3825382114386615
-5.125921947298662,0.08885144418924207
-5.113342997734739,1.273943738889125
-5.100764048170816,1.5022723018738713
-5.088185098606893,0.8302432288242914
-5.075606149042969,2.455363570160468
-5.063027199479047,2.2501370957864366
-5.050448249915123,-0.5203452711776189
-5.0378693003512,2.858977645183944
-5.025290350787277,1.999393043504032
-5.012711401223354,2.3392483420544434
-5.0001324516594305,2.515107037933935
-4.9875535020955075,2.654847390164205
-4.9749745525315845,1.495224319662841
-4.9623956029676615,7.7765355618904835
-4.949816653403738,2.079332073113158
-4.937237703839815,1.6234163235707477
-4.924658754275892,2.7382753140175566
-4.9120798047119685,0.27313117376239204
-4.899500855148046,3.381501984336844
-4.886921905584122,1.340460794513049
-4.874342956020199,1.457631821602804
-4.861764006456276,4.424321827848887
-4.849185056892353,0.39911534991945796
-4.83660610732843,0.17895405042698975
-4.824027157764507,2.365549156169441
-4.811448208200584,0.9666091105825012
-4.798869258636661,1.0345493420742176
-4.786290309072738,1.7934704280927618
-4.773711359508814,2.300163791559319
-4.761132409944892,1.7590573479724674
