X,y
-5.0,-29.016429234943836
-4.98998998998999,-32.086296560991144
-4.97997997997998,-28.051667740247613
-4.96996996996997,-23.57025684480744
-4.95995995995996,-32.25162901704139
-4.94994994994995,-32.147163265228386
-4.93993993993994,-22.97619106048395
-4.92992992992993,-26.93101847027542
-4.91991991991992,-33.011661344214424
-4.90990990990991,-27.847746815590185
-4.8998998998999,-32.7740534370433
-4.88988988988989,-32.682192000773895
-4.87987987987988,-29.040470455514708
-4.86986986986987,-39.71358193753677
-4.85985985985986,-38.66882909819649
-4.84984984984985,-32.75289712370038
-4.83983983983984,-34.90299494151246
-4.82982982982983,-28.165142859689446
-4.81981981981982,-34.17420040357797
-4.80980980980981,-36.593459356435126
-4.7997997997998,-22.101718149418293
-4.78978978978979,-30.45702496120677
-4.77977977977978,-28.888844220563143
-4.76976976976977,-36.24872828077936
-4.75975975975976,-31.745563398527942
-4.74974974974975,-28.367859574023296
-4.73973973973974,-34.57642347683537
-4.72972972972973,-26.842108885627376
-4.71971971971972,-31.623096135062276
-4.70970970970971,-29.977835463027795
-4.6996996996997,-31.427524124282193
-4.68968968968969,-19.057384810144963
-4.67967967967968,-28.286206846414398
-4.66966966966967,-33.407380678019955
-4.65965965965966,-23.906367103720868
-4.64964964964965,-34.02373586556892
-4.63963963963964,-26.77578591264768
-4.62962962962963,-37.51920109950862
-4.61961961961962,-34.26268763752082
-4.60960960960961,-26.538518447082616
-4.5995995995996,-23.731719280331387
-4.58958958958959,-26.468598648719436
-4.57957957957958,-27.80522966145198
-4.56956956956957,-28.634215242779348
-4.55955955955956,-34.42317555247281
-4.54954954954955,-30.531815798892623
-4.53953953953954,-29.137978088482075
-4.52952952952953,-21.45152289983325
-4.51951951951952,-24.92155270081085
-4.50950950950951,-35.3575153636728
-4.4994994994995,-24.824725498571773
-4.48948948948949,-28.273547826794587
-4.47947947947948,-29.635897825890694
-4.46946946946947,-23.096218100285096
-4.45945945945946,-20.903073972618863
-4.44944944944945,-21.305303350607442
-4.43943943943944,-30.061584243872087
-4.42942942942943,-27.315511509066063
-4.41941941941942,-24.017245795323912
-4.40940940940941,-20.700110959742318
-4.3993993993994,-27.878141748073592
-4.38938938938939,-26.315159726139886
-4.37937937937938,-30.823294317305248
-4.36936936936937,-31.177567492613406
-4.35935935935936,-21.038980505654642
-4.34934934934935,-18.22564504066775
-4.33933933933934,-25.2722916778004
-4.32932932932933,-19.800132787296118
-4.31931931931932,-22.915333678856218
-4.3093093093093096,-27.854989424938797
-4.2992992992992995,-22.72844979267054
-4.2892892892892895,-16.75144247666283
-4.2792792792792795,-24.527113313803145
-4.2692692692692695,-16.431282968924716
-4.2592592592592595,-37.25990521866546
-4.2492492492492495,-19.958505947043253
-4.2392392392392395,-23.539782218911792
-4.2292292292292295,-25.377213724095903
-4.2192192192192195,-23.33069282123361
-4.2092092092092095,-33.634821329540785
-4.1991991991991995,-24.70297656882972
-4.1891891891891895,-21.726854965669908
-4.1791791791791795,-16.030908613588178
-4.1691691691691695,-25.919851263211754
-4.1591591591591595,-27.279249841337858
-4.1491491491491495,-25.654009020303643
-4.1391391391391394,-18.476815509860273
-4.129129129129129,-21.318833166542547
-4.119119119119119,-25.520312670627128
-4.109109109109109,-20.21425774365676
-4.099099099099099,-22.204450740395586
-4.089089089089089,-17.75601743286423
-4.079079079079079,-26.019072073788966
-4.069069069069069,-24.056841876745217
-4.059059059059059,-24.28895676925197
-4.049049049049049,-29.556035924567222
-4.039039039039039,-20.668065299379844
-4.029029029029029,-20.75375614508001
-4.019019019019019,-21.943991364524525
-4.009009009009009,-23.053180776850578
-3.998998998998999,-28.867945602945564
-3.988988988988989,-23.805325609719585
-3.978978978978979,-23.326839002206572
-3.968968968968969,-25.5359805098414
-3.958958958958959,-22.242510786704564
-3.948948948948949,-19.327476329423686
-3.938938938938939,-11.828609813046226
-3.928928928928929,-20.298619281022823
-3.918918918918919,-19.79588573813198
-3.908908908908909,-21.36815693762106
-3.898898898898899,-30.50223342281049
-3.888888888888889,-20.953557031567072
-3.878878878878879,-20.432607233102196
-3.868868868868869,-8.330478669347887
-3.858858858858859,-21.521585325127557
-3.848848848848849,-18.965295379482146
-3.838838838838839,-20.560002850085333
-3.828828828828829,-26.143406420546327
-3.818818818818819,-14.499634711243747
-3.808808808808809,-16.36797649223581
-3.798798798798799,-16.086535112785924
-3.7887887887887888,-24.502845634786958
-3.7787787787787788,-12.856310639425523
-3.7687687687687688,-26.794071661840817
-3.7587587587587588,-16.765225353132095
-3.7487487487487487,-8.662087487818228
-3.7387387387387387,-24.482062357736872
-3.7287287287287287,-22.27604481579325
-3.7187187187187187,-18.861635098517784
-3.7087087087087087,-21.79276627119422
-3.6986986986986987,-26.94436155308177
-3.6886886886886887,-18.76404624133949
-3.6786786786786787,-24.334356722099308
-3.6686686686686687,-16.571013358872676
-3.6586586586586587,-23.452394362278042
-3.6486486486486487,-11.02205916556241
-3.6386386386386387,-22.60461597235302
-3.6286286286286287,-20.21543573220258
-3.6186186186186187,-14.454481025308855
-3.6086086086086087,-24.593487975790623
-3.5985985985985987,-17.21912632254449
-3.5885885885885886,-11.738132146577922
-3.5785785785785786,-26.22884233370177
-3.5685685685685686,-17.185997431620322
-3.5585585585585586,-16.727653636906574
-3.5485485485485486,-14.036014453609628
-3.5385385385385386,-24.048103891714725
-3.5285285285285286,-24.384015248054467
-3.5185185185185186,-15.090566520338008
-3.5085085085085086,-16.134053468526623
-3.4984984984984986,-16.285375389713863
-3.4884884884884886,-15.724621721189704
-3.4784784784784786,-20.77616982427901
-3.4684684684684686,-16.134121498774157
-3.4584584584584586,-15.749531706759026
-3.4484484484484486,-20.706315572538173
-3.4384384384384385,-7.725510656317089
-3.4284284284284285,-14.60520365759711
-3.4184184184184185,-22.851031118765118
-3.4084084084084085,-13.532051280659182
-3.3983983983983985,-21.60869368652204
-3.388388388388388,-12.720488648710916
-3.378378378378378,-10.783720424904544
-3.368368368368368,-20.60105688469914
-3.358358358358358,-11.601871940198645
-3.348348348348348,-14.276115565698067
-3.338338338338338,-12.151147334849057
-3.328328328328328,-6.699071476473357
-3.318318318318318,-17.331725545159678
-3.308308308308308,-19.79537468281564
-3.298298298298298,-20.39633522551932
-3.288288288288288,-19.950044039063048
-3.278278278278278,-16.17889101863117
-3.268268268268268,-14.010172775282863
-3.258258258258258,-14.25518915100206
-3.248248248248248,-11.425597721238752
-3.238238238238238,-15.41953564627669
-3.228228228228228,-8.140066179607638
-3.218218218218218,-16.654372511792637
-3.208208208208208,-1.6537546133440415
-3.198198198198198,-12.049936128637025
-3.188188188188188,-19.387893391194027
-3.178178178178178,-20.380561161549377
-3.168168168168168,-12.53788997763973
-3.158158158158158,-15.991879683577393
-3.148148148148148,-11.2290373100608
-3.138138138138138,-12.3574860017073
-3.128128128128128,-15.012613352393794
-3.118118118118118,-18.8073923644665
-3.108108108108108,-22.07277520304948
-3.098098098098098,-16.656389465931593
-3.088088088088088,-10.067256680436092
-3.078078078078078,-13.204378198340043
-3.068068068068068,-20.42929739996925
-3.058058058058058,-13.260615785052291
-3.048048048048048,-12.12601074404355
-3.038038038038038,-18.39812237255357
-3.028028028028028,-13.136607531161076
-3.018018018018018,-13.540747658480168
-3.008008008008008,-19.47336125016538
-2.997997997997998,-11.896451790053582
-2.987987987987988,-10.808505111217201
-2.977977977977978,-8.124370998926004
-2.967967967967968,-8.197976746852532
-2.957957957957958,-20.2828539595178
-2.947947947947948,-18.011312752493897
-2.937937937937938,-10.674851970541564
-2.9279279279279278,-10.60909962617104
-2.9179179179179178,-10.530952343829705
