X,y
-5.0,-47.71066328989402
-4.98998998998999,-48.10948626436319
-4.97997997997998,-42.99288490150987
-4.96996996996997,18.323224084371603
-4.95995995995996,-45.40730004338818
-4.94994994994995,-28.87953801385211
-4.93993993993994,-50.55508317921408
-4.92992992992993,-52.387181923045375
-4.91991991991992,-71.42038921573752
-4.90990990990991,-46.093696985627616
-4.8998998998999,-60.07627156241331
-4.88988988988989,-43.16720712757659
-4.87987987987988,-44.613193782729866
-4.86986986986987,-127.28235028393978
-4.85985985985986,-49.06043673714746
-4.84984984984985,-41.002441970599286
-4.83983983983984,-40.67354473956965
-4.82982982982983,-35.82109707025555
-4.81981981981982,-41.64670645100843
-4.80980980980981,-40.45062503450677
-4.7997997997998,-40.52003532142919
-4.78978978978979,-42.73658953676337
-4.77977977977978,-46.65787290373953
-4.76976976976977,-39.62849015104833
-4.75975975975976,-36.5211808983441
-4.74974974974975,-38.51328047856295
-4.73973973973974,-38.886316283316646
-4.72972972972973,-45.097748757710676
-4.71971971971972,-212.97165901032088
-4.70970970970971,-39.899866403909655
-4.6996996996997,217.32392518259192
-4.68968968968969,-47.98997742608269
-4.67967967967968,-40.069406744942405
-4.66966966966967,-39.7536656865031
-4.65965965965966,-33.85158561721921
-4.64964964964965,-37.552273358217235
-4.63963963963964,-43.555497025244776
-4.62962962962963,-39.5431116747287
-4.61961961961962,-33.35480577220271
-4.60960960960961,-35.85414339306809
-4.5995995995996,-39.18517540666091
-4.58958958958959,71.79447911946085
-4.57957957957958,-30.77521009372688
-4.56956956956957,-37.302418314246914
-4.55955955955956,-32.2079630670885
-4.54954954954955,-40.61180350954556
-4.53953953953954,-67.23668857334049
-4.52952952952953,-36.99215593597282
-4.51951951951952,-34.466835046630756
-4.50950950950951,-36.03951996047472
-4.4994994994995,-43.04218191256389
-4.48948948948949,-43.94002542644177
-4.47947947947948,-68.74125058146429
-4.46946946946947,-36.86894744929538
-4.45945945945946,-15.46724080528178
-4.44944944944945,-35.115321962523495
-4.43943943943944,-33.77781786799954
-4.42942942942943,-35.221049082159524
-4.41941941941942,-28.9672774454945
-4.40940940940941,-34.346468222689005
-4.3993993993994,-37.1260674010926
-4.38938938938939,-37.99163729571065
-4.37937937937938,-42.23175816813615
-4.36936936936937,-34.19125842037482
-4.35935935935936,-34.03197877079714
-4.34934934934935,-4.036385410208439
-4.33933933933934,-33.18653570545803
-4.32932932932933,-32.19914039043045
-4.31931931931932,-40.81659552927421
-4.3093093093093096,-36.60380152754368
-4.2992992992992995,-32.59275889790119
-4.2892892892892895,-34.988258051462005
-4.2792792792792795,-33.80068145643115
-4.2692692692692695,-31.656391987519804
-4.2592592592592595,-28.690597838932156
-4.2492492492492495,-56.72702150797399
-4.2392392392392395,-25.614198831077918
-4.2292292292292295,-30.917410955269247
-4.2192192192192195,-29.09006180917744
-4.2092092092092095,-33.9380931445679
-4.1991991991991995,-33.27178034986591
-4.1891891891891895,-32.846718227243265
-4.1791791791791795,-26.945389257685605
-4.1691691691691695,-26.09863913453376
-4.1591591591591595,-23.57641494414824
-4.1491491491491495,-32.80009208869414
-4.1391391391391394,-11.493227852159144
-4.129129129129129,-28.451264374484595
-4.119119119119119,-30.16978011919476
-4.109109109109109,-37.00078935286567
-4.099099099099099,-29.67398097768994
-4.089089089089089,438.2616488044714
-4.079079079079079,-30.31329052945974
-4.069069069069069,-31.843788704711464
-4.059059059059059,-36.868895722392665
-4.049049049049049,-16.940198320943846
-4.039039039039039,-31.18533685629463
-4.029029029029029,-37.885481621105804
-4.019019019019019,-21.01131568629168
-4.009009009009009,-31.276004477254077
-3.998998998998999,-27.93590482823465
-3.988988988988989,-30.568701847679026
-3.978978978978979,-13.615226799505653
-3.968968968968969,-29.075364436760836
-3.958958958958959,-28.37477713248758
-3.948948948948949,-26.151975880842294
-3.938938938938939,-20.368332459172997
-3.928928928928929,-31.02079363244942
-3.918918918918919,-23.590447845627544
-3.908908908908909,-30.9071901594382
-3.898898898898899,-24.14353537411529
-3.888888888888889,-27.995589910153036
-3.878878878878879,-61.23692066954151
-3.868868868868869,-31.799096036568585
-3.858858858858859,-21.155899363806583
-3.848848848848849,-27.221281599683174
-3.838838838838839,-16.788114590691627
-3.828828828828829,-24.7203502493484
-3.818818818818819,-20.262368292889086
-3.808808808808809,-18.497625746400992
-3.798798798798799,-24.921500192684785
-3.7887887887887888,-96.19579069802197
-3.7787787787787788,-21.226642883714746
-3.7687687687687688,-23.520407678692866
-3.7587587587587588,-23.305806123750994
-3.7487487487487487,-6.987997300712646
-3.7387387387387387,-23.845785198567963
-3.7287287287287287,-31.21828130957325
-3.7187187187187187,-24.453115043689174
-3.7087087087087087,-21.809652418256192
-3.6986986986986987,-25.03016109128032
-3.6886886886886887,-26.724349380817976
-3.6786786786786787,-25.401356694861427
-3.6686686686686687,-19.832882313134924
-3.6586586586586587,-21.89468648231855
-3.6486486486486487,-29.320008051796197
-3.6386386386386387,-21.541066418268624
-3.6286286286286287,-21.22436098882936
-3.6186186186186187,-33.24616971048255
-3.6086086086086087,-21.986406201743275
-3.5985985985985987,-22.263015323646783
-3.5885885885885886,-24.43672058010638
-3.5785785785785786,-30.01032950070346
-3.5685685685685686,-24.30425113241696
-3.5585585585585586,-31.455961135570355
-3.5485485485485486,-35.0735708520306
-3.5385385385385386,-22.178287778557706
-3.5285285285285286,-7.459712235461758
-3.5185185185185186,-12.470691068327453
-3.5085085085085086,-25.399352036223227
-3.4984984984984986,-22.465470316628647
-3.4884884884884886,-20.528165664827682
-3.4784784784784786,-16.464342956085005
-3.4684684684684686,-17.22839090851171
-3.4584584584584586,-5.660510264442319
-3.4484484484484486,-20.30068045473264
-3.4384384384384385,-17.923783959610045
-3.4284284284284285,-18.00388620437867
-3.4184184184184185,-20.41910823003524
-3.4084084084084085,-13.048784622527887
-3.3983983983983985,-18.90821777913709
-3.388388388388388,-17.975851513553753
-3.378378378378378,-22.931992169763067
-3.368368368368368,-17.127447041475577
-3.358358358358358,-26.08075285898073
-3.348348348348348,-18.031126229632438
-3.338338338338338,-15.417796484093527
-3.328328328328328,-19.519144696290915
-3.318318318318318,-16.362322623340372
-3.308308308308308,-17.47450749764186
-3.298298298298298,-12.710389513780086
-3.288288288288288,-15.711336198824709
-3.278278278278278,-9.963983918136726
